EntityId,Name,Type,AlsoKnownAs,WDId,WDUrl,WDDescription,WDSource
pyj6ZVjBn,Schabir Shaik,PERSON,,Q7430876,https://www.wikidata.org/entity/Q7430876,South African businessman,OpenTapioca
LPTuBUOHr,controversial probe,EVENT,,,,,
fzDhODhmy,Special Operations Unit,ORG,"{'Red Berets', 'JSO'}",Q1142189,https://www.wikidata.org/entity/Q1142189,special forces police unit,OpenTapioca
8LUKw6Sb8,Anisha Gordhan,PERSON,,,,,
MAbfiAGrs,Gordhan's,PERSON,,,,,
7e6hp8qxP,Tebogo Malatji,PERSON,,,,,
bjaK1gTAn,Floyd Shivambu,PERSON,{'Nyiko Floyd Shivambu'},Q17708781,https://www.wikidata.org/entity/Q17708781,South African politician,OpenTapioca
PSpouDVBf,Ismail Abramjee text saga,EVENT,,,,,
pgedjAqge,Lex Mpati,PERSON,,,,,
rtRCvjNM6,Andrew Breitenbach,PERSON,,,,,
eygraHWZE,Jody Kollapen,PERSON,,Q6208088,https://www.wikidata.org/entity/Q6208088,Judge of the High Court of South African. Former Human Rights Commissioner of South Africa,OpenTapioca
sOXv2uOJ3,Justice Kollapen,PERSON,,,,,
dw104GqiG,Adv Breitenbach SC,PERSON,,,,,
9Eqj4ySfq,Office of the Chief Justice,ORG,,Q110952951,https://www.wikidata.org/entity/Q110952951,governmental department in South Africa,OpenTapioca
Q8rjvAiVB,Judges' clerks,POSITION,,,,,
Du3yzPl8I,Adv Breitenbach,PERSON,,,,,
9jHmgSisH,Michael Hulley,PERSON,,,,,
mHGHZ4HUZ,former president's attorney,POSITION,,,,,
fy0ohqvMg,Zuma's attorney,POSITION,,,,,
yEyumGAll,inquiry secretary,POSITION,,,,,
Vp9EnOXVD,his family,FAMILY,,,,,
NENyJ91lL,Gupta mining boss JP Arora gunned down,PERSON,,,,,
XIfiX4g3T,Midrand,GPE,,,,,
AztDdtWwt,JIC Mining,ORG,,,,,
TIJfyO7gv,Gupta,ORG,,,,,
rlngOtVE0,Westdawn Investment,ORG,,,,,
bGsCI4OY1,Sabelo Coal,ORG,,,,,
BzHIw7o6I,Westdawn/JIC,ORG,,,,,
WD7H0FYsI,Elzabe Rockman,PERSON,{'Elizabeth Cornelia Rockman'},Q91493531,https://www.wikidata.org/entity/Q91493531,South African politician,OpenTapioca
BYak236lY,Free State finance MEC,POSITION,,,,,
4ecKf3miQ,Leah Gcabashe SC,PERSON,,,,,
ooEiXWXLQ,dairy,PRODUCT,,,,,
cPcFr0ooO,Leah Gcabashe,ORG,,,,,
HRjdp5Bng,FDC,ORG,,,,,
tyOX716WM,Tshediso Matona,PERSON,,Q17612615,https://www.wikidata.org/entity/Q17612615,South African civil servant,OpenTapioca
PXF2QieXk,Nicholas Linnell,PERSON,,,,,
uNIJCtIgw,CEO at Eskom,POSITION,,,,,
8I55xEvaw,Zola Tsotsi,PERSON,,Q114838567,https://www.wikidata.org/entity/Q114838567,Chairman - Eskom Holdings SOC Limited,OpenTapioca
awxxsGFbO,Eskom chairperson,POSITION,,,,,
1TOiorEgu,Special Tribunal,ORG,,,,,
rwwr4Rvp4,Gidfonia Mlindelwa Makhanya,PERSON,,,,,
8kyOLDc8f,Norma Mngoma,PERSON,,,,,
kTMfnzwi0,Gupta residence,GPE,,,,,
zGHsP1Orq,KwaZulu-,GPE,,,,,
PZeC5IDCO,KwaZulu-,ORG,,,,,
NonfEYTrY,Zuma's,PERSON,,,,,
YQbXoaEqi,Professor,POSITION,,,,,
pcm5Vt16b,targeted persecution,EVENT,,,,,
TYk4FbsGj,Gibson Njenje,PERSON,,,,,
zLUjyeLV1,intelligence head,POSITION,,,,,
U5fOcz1eU,The inquiry,EVENT,,,,,
95TDHuKs1,Veruschka September,PERSON,,,,,
zsegvP33X,Evidence leader,POSITION,,,,,
K5kCrCaF0,Setlhomamaru Dintwe,PERSON,,,,,
NTyw43Dqf,Rand,GPE,,,,,
lOMDtsMiW,Chief Justice of the Republic of South Africa,POSITION,,,,,
0GJTdgDpI,MEC,GPE,,,,,
xsvc0cTlp,Free State economic development,GPE,,,,,
T5Zuvxmhn,MEC,POSITION,,,,,
PnvLWOaUg,Singapore,GPE,"{'Singapore City', 'Lion City', 'SGP', 'Garden City', 'Republic of Singapore', 'sg', 'SG', '🇸🇬'}",Q334,https://www.wikidata.org/entity/Q334,city-state in maritime Southeast Asia,PyWikibot
zST7lpr3B,Justice Zondo,PERSON,,,,,
1Ohimcyo0,Diamond Hill-Blackhead Consulting,ORG,,,,,
2QLHqH27W,2014,DATE,,,,,
9FtQcwlv8,Peter Pedlar,PERSON,,,,,
Y9SIxKsQ3,acting secretary,POSITION,,,,,
hLEumMXrV,implicated in serious state capture allegations,EVENT,,,,,
BlFev3rQF,Agrizzi,PERSON,,,,,
bv2vfZtHc,Watson,PERSON,,,,,
axCbA1vai,Department of Public Service and Administration,ORG,{'DPSA'},Q98546143,https://www.wikidata.org/entity/Q98546143,department of the South African government,OpenTapioca
jiGL9fxOl,Duduzane was acquitted of culpable homicide,EVENT,,,,,
bUxSLzMN9,Phumzile Dube,PERSON,,,,,
UU5i2cf06,Rajesh Sundaram,PERSON,,,,,
8pxkPdtX0,Blade Nzimande,PERSON,"{'Dr. Bonginkosi Emmanuel ""Blade"" Nzimande', 'Bonginkosi Emmanuel Nzimande', 'Dr. Bonginkosi Emmanuel Nzimande'}",Q16765311,https://www.wikidata.org/entity/Q16765311,South African politician,OpenTapioca
lAYWL54Ea,Bain & Co,PERSON,,,,,
AachNdDX2,SA Revenue Service,ORG,,,,,
gUm7M4YaR,Bain & Co,ORG,,,,,
qgrYnPFUa,Edwin Cameron,PERSON,,,,,
GoAsqzCBk,Constitutional Court,POSITION,,,,,
bYc6CswBN,CR17,ORG,,,,,
GGvxRf592,Jabu Mabuza,PERSON,{'Jabu A. Mabuza'},Q52062944,https://www.wikidata.org/entity/Q52062944,South African businessperson,OpenTapioca
Tk0RF0RwB,Matshela Koko,PERSON,,Q52777040,https://www.wikidata.org/entity/Q52777040,businessman,OpenTapioca
1FDhy4nhp,Jacob Skosana,PERSON,,,,,
jpH7Fy1AX,Acting Director-General,POSITION,,,,,
ExXzA643R,Investigative Directorate,ORG,,,,,
zuccbPqUw,Legal Aid South Africa,ORG,,,,,
njhT9iTr8,National Director of Public Prosecution,PERSON,,,,,
dx35tBRJr,The Sowetan,ORG,,Q262625,https://www.wikidata.org/wiki/Q262625,South African newspaper,OpenTapioca
98XijYApZ,February 2014,DATE,,,,,
rHvYd1qTK,State Capture Inquiry,LAW,,,,,
3jMCx3qiK,John Steenhuisen,PERSON,{'John Henry Steenhuisen'},Q6258967,https://www.wikidata.org/wiki/Q6258967,South African politician,OpenTapioca
nDPcAnrc4,Waterkloof military base,PERSON,,,,,
VS7L9AtxB,Ambassador to the Netherlands,POSITION,,,,,
92qvp4opm,Thabo Ntshisi,PERSON,,,,,
D0EsPzOj6,Major,POSITION,,,,,
ZtgVrBvtc,William Matjila,PERSON,,,,,
TP2DBQvB5,Department of International Relations and Cooperation,ORG,"{'Department of International Relations and Cooperation', 'Dirco'}",,,,
pKAWP7Xn7,foreign affairs,OCCUPATION,,,,,
MxdeAoQER,Derrick Mbuyiselo Mgwebi,ORG,,,,,
Te6dksfn8,note-verbale,OCCUPATION,,,,,
5UiP3E7z2,Ayando Dlodlo,PERSON,,,,,
YJLSBrFjq,acting director general,POSITION,,,,,
DL3t4uXv3,David Makhura,PERSON,{'Manemolla David Makhura'},Q22279007,https://www.wikidata.org/entity/Q22279007,South African politician,OpenTapioca
joMtxOk40,Truth and Reconciliation Commission,ORG,{'TRC'},Q373032,https://www.wikidata.org/entity/Q373032,restorative justice tribunal in post-apartheid South Africa,PyWikibot
qPZrIKzoa,Department of Human Settlements,ORG,,Q5260345,https://www.wikidata.org/entity/Q5260345,South African government department,OpenTapioca
YLn0jRHMD,Daniel Mantsha,PERSON,,,,,
N42cNnmDM,Euroblitz 48,ORG,,,,,
9SEtiy2sj,Roodepoort,GPE,,,,,
Pz9McSrDg,Cedric Frolick,PERSON,{'Cedric Thomas Frolick'},Q5057098,https://www.wikidata.org/entity/Q5057098,South African politician,OpenTapioca
9btIgQkM7,premier of the North West,POSITION,,,,,
95ZWcPuRY,Anwa Dramat,ORG,,,,,
8UmTI3sLP,Wimpy,GPE,,,,,
OoL9h10lu,Oakbay Resources and Energy,ORG,,,,,
0t0DitXfq,Fin24,ORG,,,,,
viS8YKbb7,mining,INDUSTRY,,,,,
EN4L050XW,Outa,ORG,{'Organisation Undoing Tax Abuse'},Q96397701,https://www.wikidata.org/entity/Q96397701,"hill in Far North, Cameroon",PyWikibot
39T6Lx7cY,Ben Theron,PERSON,,,,,
N6BMhjnxh,national security,EVENT,,,,,
bjoTi2Iyb,Minister of Transport,POSITION,,,,,
jqkbMQvy3,Siyabonga Cwele,PERSON,{'Siyabonga Cyprian Cwele'},Q2290959,https://www.wikidata.org/entity/Q2290959,South African politician,OpenTapioca
NLFZPgHsM,minister of intelligence,POSITION,,,,,
ganKiHixp,Schabir Schaik,PERSON,,,,,
ZCh0fAGSK,investigated,EVENT,,,,,
oo8SLYTAR,rule of law,OCCUPATION,,,,,
X0AXJgOtL,Chief justice position,POSITION,,,,,
K6DosKhoF,DCJ,POSITION,,,,,
TrIddjnZs,DCJ,ORG,,,,,
TU4ucRwIy,SA Revenue Services Commissioner,POSITION,,,,,
aifl2ywDq,Tegeta,ORG,,Q34959487,https://www.wikidata.org/wiki/Q34959487,river in Tanzania,PyWikibot
cx8W1RVEm,Majuba Power Station,FAC,,Q2944680,https://www.wikidata.org/entity/Q2944680,power plant in South Africa,OpenTapioca
OW5rqZZhn,Mpumalanga,GPE,{'Eastern Transvaal'},Q132410,https://www.wikidata.org/entity/Q132410,province of South Africa,OpenTapioca
VH5oSYeiR,load shedding incidents,EVENT,,,,,
12FgCxVbg,[Paul] Mashatile,PERSON,,,,,
tZlTpJNtY,Zweli,PERSON,,,,,
XYtQu2sgo,Mashatile,PERSON,,,,,
LFKmhsQIl,Nxesi,PERSON,,,,,
cf49XRdyT,Dr Mkhize,PERSON,,,,,
alh5fJkLf,George Mashamba,PERSON,,,,,
9D5jBohKv,ANC elections,EVENT,,,,,
IZ3RtiPyz,head of state protocol,POSITION,,,,,
4k1CT9AoV,Nosiviwe Mapisa-Nq,PERSON,,,,,
9TVfaao0Z,Minister of Defence,POSITION,,,,,
fe5Zj69wH,Ben Martins,PERSON,,,,,
nlIVSlbg3,transport minister,POSITION,,,,,
o5Eej1FgQ,Eugene de Kock,PERSON,"{'Prime Evil', 'Eugene Alexander de Kock'}",Q1373213,https://www.wikidata.org/entity/Q1373213,"South African police officer, convicted for several political murders as head of the secret police unit C10 (Vlakplaas) during Apartheid, today a free man after serving a prison sentence",PyWikibot
nzqCd9HPe,Pieter Groenewald,PERSON,{'Petrus Johannes Groenewald'},Q11816850,https://www.wikidata.org/entity/Q11816850,South African politician,OpenTapioca
GfUArYvpF,FF Plus,ORG,,,,,
AclY7mU07,illegal rendition of five Zimbabweans,EVENT,,,,,
igqaPuXTb,Gauteng Hawks,ORG,,,,,
bpfRNiqoq,Free State Development Corporation,ORG,,,,,
OUMulXuhQ,Free State legislature,ORG,,,,,
3qXwmgid5,contempt of court,EVENT,,,,,
sDIJV7iq2,I feel like I am here for an ambush - Mzwanele Manyi tells state capture inquiry,EVENT,,,,,
EfFm6lzK5,Koloane,PERSON,,,,,
Tx4Lo85hi,Ashu Chawla,PERSON,,,,,
Z58cPhHkh,Democratic Republic of the Congo,GPE,"{'cd', 'Congo', 'DR Congo', 'Zaire', 'Congo (Kinshasa)', 'Congo-Kinshasa', '🇨🇩', 'DRC', 'Democratic Republic of Congo', 'Dem. Republic of Congo', 'Dem. Rep. Congo', 'D.R.C.', 'COD', 'Dem. Republic of the Congo'}",Q974,https://www.wikidata.org/entity/Q974,country in Central Africa,PyWikibot
uFTdYhU2y,Kgosi Mampuru Prison,FAC,,,,,
PBbemIEwl,Mampuru,GPE,,,,,
WUYNL3Yd3,presiding officers,POSITION,,,,,
Bv1WNNz5N,Mpho Mokoena,PERSON,,,,,
Kh9Jmo40u,MECs,POSITION,,,,,
b4URIf3DG,department head,POSITION,,,,,
pzKj8Lp4d,Leon Louw,PERSON,,Q6524766,https://www.wikidata.org/entity/Q6524766,South African writer,PyWikibot
uMd8U5rjg,Free Market Foundation,ORG,,,,,
Rys2FM1ih,nine provinces,GPE,,,,,
gAVtSthPP,Russian Empire,GPE,"{'Russian Federation', 'Tsarist Russia', 'Empire of Russia', 'Imperial Russia', 'Russia'}",Q159,https://www.wikidata.org/entity/Q159,former empire in Eurasia (1721–1917) and North America (1721–1867),PyWikibot
ewOT7bd9b,BRICS,ORG,"{'Brazil, Russia, India, China, and South Africa', 'Brazil, Russia, India and China'}",Q243630,https://www.wikidata.org/entity/Q243630,"association of Brazil, Russia, India, China and South Africa",PyWikibot
XdDld54VV,India,GPE,"{'Hindustan', 'Aryavart', '🇮🇳', 'IND', 'Bharatvarsh', 'IN', 'Republic of India', 'Bharat'}",Q668,https://www.wikidata.org/entity/Q668,country in South Asia,PyWikibot
XyeJxkkTJ,head of presidency,POSITION,,,,,
mZ1G2B6bT,public enterprise minister,POSITION,,,,,
lfdNrCmLp,Jacob Maroga,PERSON,,,,,
6F2l9fzls,Bobby Godsell,PERSON,,Q4935043,https://www.wikidata.org/entity/Q4935043,South African businessman,OpenTapioca
QFSGkw6De,Maroga impasse,EVENT,,,,,
S8jOfV4Hf,Deputy Chief Justice (DCJ),POSITION,,,,,
E4yAS9iME,Casac,PERSON,,,,,
Zsqb8AKw9,public administration,OCCUPATION,,,,,
QPdQbrsD0,Commission,ORG,,,,,
PW3tRBs14,Gupta enterprise,ORG,,,,,
Qlo4YfSI3,first-level laundry,INDUSTRY,,,,,
XiH7Xrssu,T-systems,ORG,,,,,
icnNhjFyo,it,INDUSTRY,,,,,
UHdgwEmkh,IT company,INDUSTRY,,,,,
WideCD9vU,Sechaba Computer Services,ORG,,,,,
Y97ZJj62Y,deputy minister of finance,POSITION,,,,,
TF3e8R7gI,David Maynier,PERSON,{'David John Maynier'},Q5237258,https://www.wikidata.org/entity/Q5237258,South African politician,OpenTapioca
zIHnFDnaJ,speaker of Parliament,POSITION,,,,,
ABFDcct9r,Le Roux,PERSON,,,,,
wW1c7F8ia,"August 20, 2018",DATE,,,,,
1inWxWLXe,ambassador to China,POSITION,,,,,
qjpWCq75Q,Geordin Hill-Lewis,PERSON,,,,,
B3E1yCjCB,City of Cape Town,ORG,"{'Cape Town Unicity', 'City of Cape Town Metro', 'Cape Town Municipality', 'City of Cape Town Municipality', 'Cape Metropolitan Council', 'City of Cape Town Metropolitan Municipality', 'Cape Town Metropolitan Municipality', 'Cape Town Metro', 'Cape Metropolitan Administration'}",Q1185115,https://www.wikidata.org/entity/Q1185115,"metropolitan municipality in Western Cape, South Africa",PyWikibot
zyNggTd28,Nedbank,ORG,,,,,
Cflzgory0,Zuma does not want to delay state capture inquiry,EVENT,,,,,
EWy7OYBRf,Lynne Brown,PERSON,{'Lynette Brown'},Q3269581,https://www.wikidata.org/entity/Q3269581,politician from South Africa,PyWikibot
q7i3llSqt,state capture saga,EVENT,,,,,
XvDp8hBDv,Zondo inquiry,EVENT,,,,,
o76YxgQPA,Constitutional law,OCCUPATION,,,,,
g5POUaynp,President of the Republic of South Africa,POSITION,,,,,
sJ7U4rh1H,Constitutional law expert,OCCUPATION,,,,,
YgZYiVHpC,company owned by the Guptas,ORG,,,,,
OxeDSlpBZ,Standard Chartered Singapore,ORG,"{'StanChart', 'SCBSL', 'Standard Chartered Bank'}",Q61931875,https://www.wikidata.org/entity/Q61931875,"other organization in Singapore, Singapore",PyWikibot
R1gbuZn8E,Standard Chartered Bank United Arab Emirates,ORG,,,,,
4XuOzYkq3,Chancellor of the Exchequer,POSITION,,,,,
SPRLnbtVN,head of intelligence,POSITION,,,,,
k1KV7f26A,Gugu Mtshali,PERSON,,,,,
lpg0Ymg3P,Archie Luhlabo,PERSON,,,,,
58xLEvU0O,James Selfe,PERSON,,Q42328328,https://www.wikidata.org/entity/Q42328328,researcher,PyWikibot
37kQwVrBN,federal council,PERSON,,,,,
jpWXrs3vZ,"Nxasana's 'golden handshake' not what it seems, Zondo commission hears",EVENT,,,,,
5NpsmTHB7,justice ministers,POSITION,,,,,
65WAwGEpG,golden handshake,EVENT,,,,,
eSXh00JSH,DA's,ORG,,,,,
NqJTEQ0cF,commissioner of correctional services,POSITION,,,,,
qzJmXOX66,Vusi Koloane,PERSON,,,,,
pxGw5KkKV,SA Ambassador to the Netherlands,POSITION,,,,,
6cVEE4dVW,Zondo on Agrizzi’s racist tirade,PERSON,,,,,
75Qkg0XdE,Lindsay Watson,PERSON,,,,,
dSFPA3O24,Roth,PERSON,,,,,
KuH9BOOdL,businessperson,OCCUPATION,"{'business woman', 'businesswoman', 'business people', 'dealer', 'business man', 'businessman', 'business person', 'businesspeople', 'businessmen'}",Q43845,https://www.wikidata.org/entity/Q43845,person involved in activities for the purpose of generating revenue,PyWikibot
elETFqyGc,Essa,ORG,,,,,
nEdVdkinG,Regiments,ORG,,Q113572952,https://www.wikidata.org/wiki/Q113572952,2022 video game,OpenTapioca
z3WEozdAm,Master of the High Court,ORG,,,,,
avqAZ5Zm0,Zuma faces ConCourt threat after Zondo sets deadline over commission appearance,EVENT,,,,,
lpAYzUlQ3,Rajesh and Atul Gupta,PERSON,,,,,
m1QHaurpa,Interpol,ORG,"{'ICPO', 'INTERPOL', 'International Police Organization', 'OIPC', 'International Criminal Police Commission', 'International Criminal Police Organization'}",Q8475,https://www.wikidata.org/entity/Q8475,International police organization (founded 1923),PyWikibot
8HUlcYdYL,Ministry,ORG,,,,,
WfcHO5tuJ,Judicial Service Commission,ORG,{'JSC'},Q6302943,https://www.wikidata.org/entity/Q6302943,,OpenTapioca
zQJ59x25M,Membathisi Mdladlana,PERSON,,Q6814194,https://www.wikidata.org/entity/Q6814194,South African politician,OpenTapioca
QK4As9BPV,labour department,ORG,,,,,
K3NUtTzYn,Richard Baloyi,PERSON,,,,,
bAYpBglzP,City of Johannesburg Metropolitan Municipality,GPE,"{'Johannesburg Unicity', 'City of Johannesburg Metro', 'City of Johannesburg', 'City of Johannesburg Municipality', 'Johannesburg Metro', 'Johannesburg Metropolitan Municipality', 'Johannesburg Municipality'}",Q2346838,https://www.wikidata.org/entity/Q2346838,"metropolitan municipality in Gauteng, South Africa",PyWikibot
VjXJ83wSW,City of Joburg Mayor Geoff Makhubo,PERSON,,,,,
f8iNfyAu9,City of Joburg,GPE,,,,,
OjV3rgFnx,judicial commission of inquiry,ORG,,,,,
px1X6n509,AmaBhungane,PERSON,,,,,
u4YIVymLP,investigative journalism,OCCUPATION,,,,,
dGkekTOk0,Molelwane Consulting,ORG,,,,,
6EqYMF3YB,AmaBhungane,ORG,,,,,
S1YDWogdV,Sinking Fund,ORG,,,,,
9RywL9Iwq,MMC,ORG,,,,,
R68n0rCKg,"Minister of Women, Youth and Persons with Disabilities",ORG,,,,,
581Ma6NUv,"Minister of Women, Youth and Persons with Disabilities",POSITION,,,,,
dmho6c4Yn,Silas Ramaite SC,PERSON,,,,,
DgV2i5Qa2,corruption trial,EVENT,,,,,
L68CDBf6a,Estcourt Correctional Centre,GPE,,,,,
xTusXfP2K,United States Department of Agriculture,ORG,"{'U. S. Department of Agriculture', 'U.S. Department of Agriculture', 'Department of Agriculture', 'Agriculture Department', 'USDA'}",Q501542,https://www.wikidata.org/entity/Q501542,department of United States government,OpenTapioca
2xA5QJOdw,NPA not reliant on Zondo commission to investigate state capture allegations,ORG,,,,,
632DBsla4,Leon Amos Schreiber,PERSON,{'Leon Schreiber'},Q64399405,https://www.wikidata.org/wiki/Q64399405,member of the National Assembly of South Africa,PyWikibot
kwdiFLi25,Mr [Paul] Pretorius,PERSON,,,,,
xfOpVhorB,Mr,POSITION,,,,,
U79OAtvOF,Thoshan Panday,PERSON,,,,,
Up8EuZ0sy,Alec Freund SC,PERSON,,,,,
4ZINUt9kM,ashe,PERSON,,,,,
w4w6MOQ9j,Joe Biden,PERSON,"{'President Joseph R. Biden', 'Joseph R. Biden, Jr.', 'President Joseph R. Biden Jr.', 'President Joseph Robinette Biden', 'Joseph Biden', 'JRB', 'President Joseph Biden', 'President Joseph Biden Jr.', 'Biden', 'Joe R. Biden Jr.', 'Joey Biden', 'Joseph Robinette Biden', 'President Joe Biden', 'Joseph R. Biden', 'President Joseph Robinette Biden Jr.', 'President Biden', 'Joseph Robinette Biden Jr.', 'Dark Brandon', 'Joe Biden Jr.', 'POTUS 46', 'Joe R. Biden', 'Joseph R. Biden Jr.'}",Q6279,https://www.wikidata.org/entity/Q6279,president of the United States since 2021,PyWikibot
wJoM7RP6o,President of the United States,POSITION,"{'President of the US', 'President of the USA', 'president of United States', 'President of America', 'President of USA', 'Mr. President', 'US President', 'President of the United States of America', 'POTUS', 'President of the U.S.', 'United States President', 'the president of the United States'}",Q11696,https://www.wikidata.org/entity/Q11696,head of state and head of government of the United States of America,OpenTapioca
raU1g4RKV,United States of America,GPE,"{'the United States of America', 'U. S.', 'the United States', 'the U.S.', 'U. S. A.', 'the States', 'US', '🇺🇸', 'the US', 'US of A', 'America', 'United States', 'U.S.', 'the USA', 'USA', 'U.S.A.'}",Q30,https://www.wikidata.org/entity/Q30,country in North America,OpenTapioca
TIfN1U1ST,climate summit,EVENT,,,,,
JlXH4KlsY,provincial Department of Agriculture,POSITION,,,,,
djmcXALOd,Vrede,FAC,,,,,
mfFq2OXKB,Snuki Zikalala,PERSON,,Q7548859,https://www.wikidata.org/entity/Q7548859,South African journalist,OpenTapioca
hAGtbKCQo,ANC Veterans' League,ORG,,,,,
Q1hcfNmtT,ANC national spokesperson,POSITION,,,,,
YRREMQBai,many allegations made against Bosasa,EVENT,,,,,
SeNhjB4y8,news channel,ORG,,,,,
OIUCA4OZj,the,ORG,,,,,
jBAYBDF6I,The New Age,ORG,,,,,
TDQhT7o4V,Andile Ramaphosa Foundation,ORG,,,,,
txy0O0oga,auditor,OCCUPATION,,,,,
6SUjdK03X,his son's,PERSON,,,,,
yH6wANBON,ANC presidential campaign in 2017,EVENT,,,,,
98FN6mELB,Miotto,ORG,,,,,
utzRPPBiD,EFG2,ORG,,,,,
f9OJ5c5ay,Mondli Gungubele,PERSON,,Q16746664,https://www.wikidata.org/entity/Q16746664,South African politician,OpenTapioca
w8XSVVC5p,Bongani Bongo,PERSON,{'Bongani Thomas Bongo'},Q46996204,https://www.wikidata.org/entity/Q46996204,South African politician,OpenTapioca
hPERz0ZXk,State Security,ORG,,,,,
4wPEQgZrI,Hermione Conje,PERSON,,,,,
3avfRpyyD,Justice Leona Theron,PERSON,,,,,
RWwqlL1Ht,court,ORG,,,,,
GmNo7BI7d,Western Cape,GPE,"{'province of Western Cape', 'Western Cape Province', 'province of the Western Cape'}",Q127167,https://www.wikidata.org/entity/Q127167,province of South Africa,PyWikibot
wGVaQWQdF,Koekie Mbeki,PERSON,,,,,
Lnx1KdUw0,Solly Lazarus,PERSON,,,,,
uTyitNHaR,Hein Barnard,PERSON,,,,,
WMrlq5duR,chief financial officer General Solly Lazarus,PERSON,,,,,
r05AASQke,their daughter,PERSON,,,,,
Jh2gca2vc,international relations,OCCUPATION,,,,,
ixcErg0n2,Jerry Matjila,PERSON,,,,,
x5VU4nbNX,director general,POSITION,,,,,
ee7lj8St2,Gupta's,ORG,,,,,
jbFScK4tb,Waterkloof,GPE,,,,,
zTaDQYAjJ,Marianhill,GPE,,,,,
nzwbBpEcO,Gold Coast Trading,ORG,,,,,
kYJXXZ8B6,Gold Coast,GPE,,,,,
iukwg6Jjq,2010 World Cup,EVENT,,,,,
xa2uhNEaN,Mahlodi Muofhe,PERSON,,,,,
Dq1vcUsdg,chief governance officer,POSITION,,,,,
YAPzbfWzf,Andy Mothibi,PERSON,,,,,
cH6EWWLyK,his daughter,PERSON,,,,,
tuCBtgyQU,Aberystwyth University,ORG,"{'University of Aberystwyth', 'University College Aberystwyth', 'University College, Aberystwyth', 'University College Wales', 'University College of Wales, Aberystwyth', 'University of Wales, Aberystwyth'}",Q319761,https://www.wikidata.org/entity/Q319761,university in Wales,PyWikibot
gBsnI4i54,State Security Agency director-general,POSITION,,,,,
C0rewwZBi,PAN,ORG,,,,,
3BfkKVKAF,Mo Shaik,PERSON,,,,,
KCDyTGmQj,Thulas Nxesi,PERSON,{'Thembelani Waltermade Nxesi'},Q16193273,https://www.wikidata.org/entity/Q16193273,South African politician,OpenTapioca
7XDCNQN5o,Code of Ethical Conduct and Disclosure of Members' Interests regarding Conflict of Financial or Business Interests,LAW,,,,,
tOVpXMNeW,Members of Parliament,ORG,,,,,
4QWnZFfrf,HOD,POSITION,,,,,
70htCwnHs,Gupta wedding,EVENT,,,,,
UwYD4dROU,Lieutenant Colonel,POSITION,,,,,
9ZVikpptG,State security deputy minister,POSITION,,,,,
3O92614fw,Steven Powell,PERSON,,,,,
ol6n9QKhs,EOH,ORG,,,,,
alGKSbqYN,South African Social Security Agency,ORG,,Q7565793,https://www.wikidata.org/entity/Q7565793,agency of the South African government,OpenTapioca
GNOMXUyoa,Home Affairs,ORG,,,,,
F2At42Q3m,Nazeem Howa,PERSON,,,,,
vF5prPtLE,Oakbay Investments,ORG,,,,,
RGJdbgu16,own television station,ORG,,,,,
8iTZp8wVw,Order of the Baobab,AWARD,,Q569742,https://www.wikidata.org/entity/Q569742,South African award,OpenTapioca
AIN4itqMj,June Petersen,PERSON,,,,,
LBcpiWOW1,Archbishop,POSITION,,,,,
Z45Zepvl1,Archbishop,ORG,,,,,
b804lRcj0,ABB Group,ORG,"{'ABB Ltd', 'ASEA Brown Boveri', 'ABB', 'Asea Brown Boveri'}",Q52825,https://www.wikidata.org/entity/Q52825,"multinational corporation operating in robotics, power and automation technology",OpenTapioca
z6d1C85b4,Switzerland,GPE,"{'Confoederatio Helvetica', 'CH', 'Suisse', 'Swiss Confederation', 'SUI', 'Schweiz', 'Svizzera', 'Swiss', 'CHE'}",Q39,https://www.wikidata.org/entity/Q39,country in Central Europe,PyWikibot
TUG35TUb0,2019,DATE,,,,,
qo1aaynGk,state capture commission,PERSON,,,,,
evqn9c2po,corruption-related offences,OCCUPATION,,,,,
MoIDrIHPb,Cilliers Brink,PERSON,,Q64399448,https://www.wikidata.org/entity/Q64399448,member of the National Assembly of South Africa,OpenTapioca
niaZ3Zd7Y,Navin Madhoe,PERSON,,,,,
gFxDysjdB,Bheki Manyathi,PERSON,,,,,
OHacB7SRU,prosecutor,OCCUPATION,,,,,
YlFzdFhSt,Mhlathuze Water,ORG,,,,,
2H94qMMNM,Water,PRODUCT,,,,,
GrLwz3r2S,Sifezakonke,ORG,,,,,
IqeZ5ZE8u,engineering,INDUSTRY,,,,,
46it5DeZR,JoJo Tanks,PRODUCT,,,,,
JoZRYq1xn,1 January 2022,DATE,,,,,
KbsVyxgE1,31 March 2021,DATE,,,,,
70mJIciEU,head of elections,POSITION,,,,,
bGPpTNtEk,South African Institute of Chartered Accountants,ORG,,Q7565707,https://www.wikidata.org/entity/Q7565707,non-profit association,OpenTapioca
EaPCrdJvn,accountants,OCCUPATION,,,,,
4uy8wqfHj,Saica,ORG,,,,,
Imrm36oIa,our country,GPE,,,,,
4n57ATE97,Siyabonga] Cwele,PERSON,,,,,
ZTamIAbSt,spy boss,POSITION,,,,,
dUSdWp09F,Carien du Plessis,PERSON,,,,,
ZPDoTTL6n,black empowerment,INDUSTRY,,,,,
3n7fnKGLA,Hangwani Mulaudzi,PERSON,,,,,
iMzGmKcl3,Brigadier Hangwani Mulaudzi,ORG,,,,,
Ck1eJOJ3O,law firm,OCCUPATION,,,,,
